,Round_1,Round_2,Round_3,Round_4,Round_5,Round_6,Round_7,Round_8,Round_9,Round_10,Round_11,Round_12,Round_13,Round_14,Round_15,Round_16,Round_17,Round_18,Round_19,Round_20,Round_21,Round_22,Round_23,Round_24,Round_25,Round_26,Round_27,Round_28,Round_29,Round_30,Test path idxs
0,0.2100157962178705,0.1028573742749646,0.1007075041513643,0.1109218269316911,0.0852878285188387,0.0827075171919146,0.08539798915269,0.0838051009370207,0.0949512578963454,0.0966902489760369,0.0901643757337307,0.0999116573579418,0.1090199600096252,0.0955640444078701,0.1137174307200923,0.1080340509968432,0.1213875109163288,0.106961348353243,0.1330520899596919,0.112542089848472,0.1414225227039153,0.1083562585197788,0.1523658919222751,0.0991936562950245,0.1592613651232753,0.0989501809142983,0.1043660141973217,0.0959977375379992,0.1806670513547475,0.0853980982540386,[10  9  0  8]
1,0.2362850503769271,0.1081487099550491,0.2355663430324946,0.1327187537882366,0.1154623389879758,0.1089734880026326,0.0987699208942968,0.1056454659752044,0.0959325441121804,0.0930280370540322,0.0952430070188691,0.095786034888826,0.0963175360139833,0.0938021913397599,0.0855204740051392,0.0908267193456116,0.0979987898877712,0.1011524193061004,0.1070244552655425,0.0945031081042005,0.0946902012985775,0.0931609072038259,0.0928816460470988,0.0916412736020402,0.0894072915987613,0.0914909187725969,0.0885663728585453,0.0888753430400923,0.0850690451106817,0.0870549113282835,[2 5 3 9]
2,0.2594351548598225,0.1324007767641907,0.1294957175256724,0.1422513555566911,0.1587324380075234,0.1550194436377454,0.1461400726227943,0.1449540877150262,0.1469138124296892,0.1400388886308143,0.1448318558058528,0.13525794588987,0.1320049414588142,0.1306618810211446,0.1372548161693634,0.1373679000685747,0.1369121691039192,0.1323903409346083,0.1345379846480363,0.1337896948742563,0.1278437486341356,0.1295786081688056,0.1288076773538431,0.1547688725954287,0.1522348916268097,0.1587957267878877,0.2105597914740454,0.154109776398452,0.1506725903146999,0.2174155159823284,[ 7  8 11  1]
3,0.2136714305588543,0.0952660963282534,0.0847764931960475,0.1038126087041431,0.1083078351284072,0.1095617352741107,0.1075570039096671,0.1054688419680276,0.0943953183488145,0.0950724643976673,0.1049937239047085,0.1014498758647421,0.0868190390406122,0.0832222423503563,0.0894787561822926,0.0798132940971729,0.0759199184221633,0.0761204373525271,0.0780317855781331,0.0791006907339259,0.0791183860701418,0.0779704689094123,0.077928097640615,0.0770125766627098,0.0778516399758991,0.0788676590441743,0.0806937949830328,0.0809199437885122,0.0817720532671391,0.0815912810096641,[1 5 6 7]
4,0.3238352414163964,0.131502659019191,0.1797894646792319,0.1224800953519786,0.1034425023154056,0.1047728888841608,0.1066680807554044,0.1001555632941119,0.0988466685799114,0.0963534325936617,0.0962377990882415,0.0961054337450718,0.0952684002712628,0.0958597453275116,0.0969273283029849,0.0961906518323777,0.099048438787673,0.0964996768738415,0.0966071366094374,0.0959516597079258,0.0963757535526631,0.0963435710960643,0.0987663304027764,0.1019534412605095,0.1003259931046983,0.0985393669461132,0.0995913553414465,0.0994708809735423,0.0977503197492072,0.0984824620357428,[ 4  9 10 11]
5,0.186813406066744,0.2258771803310461,0.065629573355812,0.0767499687495115,0.0943869702382872,0.1034761957464975,0.0904444399384226,0.0851988718550864,0.081126417184661,0.0725021009652051,0.075394325210515,0.0715452227422448,0.0690569177301877,0.0720924659611445,0.0833692586528569,0.0817865201153149,0.0730624621827453,0.0755613774571683,0.067658471390821,0.0699752732326916,0.066180133784672,0.0665700426740995,0.078601123641872,0.0795578016395462,0.0767956654229773,0.0738165103183812,0.0685224275141059,0.0686581975047387,0.0664756534635186,0.0687787634480909,[ 1  8  0 10]
6,0.3664479836768893,0.0919957173931385,0.0695681269565418,0.0700904043548183,0.0690183501646636,0.0626019438885395,0.0675669799927463,0.0741316903095278,0.0637549929017006,0.0670175190741179,0.0588378161909555,0.0596304051320035,0.063259712575321,0.0652167375269478,0.0668997252005106,0.0653354119006394,0.0597586690596246,0.0609051450913903,0.065062764447111,0.066271196246187,0.0697501684572921,0.0664711972310205,0.0675387463592009,0.0642127591566049,0.0644245634633672,0.0645842071753107,0.0655205948283387,0.0658553324039975,0.0651564365039424,0.0648446654349233,[8 5 6 3]
7,0.3624984227080301,0.1449783186301635,0.1249989602962372,0.1170616736768459,0.1104575998535757,0.1157749419131892,0.1157979177628603,0.1117244562087016,0.1128847125469857,0.11440485985522,0.11223272155405,0.1125651634061239,0.1130220671288905,0.1120042327668608,0.1107032964135537,0.1109439745549875,0.1096469393780668,0.10988113623213,0.1089153759285543,0.1097322556873991,0.1084623840703707,0.1105178032465247,0.1101056056877334,0.1117368662243142,0.1114959625623438,0.1109357815365318,0.1160266074304268,0.1208831895218504,0.119512649041896,0.1205284646164504,[ 8  6  9 11]
8,0.186813406066744,0.2258771803310461,0.065629573355812,0.0767499687495115,0.0943869702382872,0.1034761957464975,0.0904444399384226,0.0851988718550864,0.081126417184661,0.0725021009652051,0.075394325210515,0.0715452227422448,0.0690569177301877,0.0720924659611445,0.0833692586528569,0.0817865201153149,0.0730624621827453,0.0755613774571683,0.067658471390821,0.0699752732326916,0.066180133784672,0.0665700426740995,0.078601123641872,0.0795578016395462,0.0767956654229773,0.0738165103183812,0.0685224275141059,0.0686581975047387,0.0664756534635186,0.0687787634480909,[ 1  8  0 10]
9,0.3664479836768893,0.0919957173931385,0.0695681269565418,0.0700904043548183,0.0690183501646636,0.0626019438885395,0.0675669799927463,0.0741316903095278,0.0637549929017006,0.0670175190741179,0.0588378161909555,0.0596304051320035,0.063259712575321,0.0652167375269478,0.0668997252005106,0.0653354119006394,0.0597586690596246,0.0609051450913903,0.065062764447111,0.066271196246187,0.0697501684572921,0.0664711972310205,0.0675387463592009,0.0642127591566049,0.0644245634633672,0.0645842071753107,0.0655205948283387,0.0658553324039975,0.0651564365039424,0.0648446654349233,[8 5 6 3]
